stride_id,sensor,t_start,t_end,dt_stride_s,dt_stance_s,dt_swing_s,stance_pct,cadence_step_min,theta_range_rad,theta_range_deg,theta_swing_max_deg,stride_length_m,step_height_m,step_height_cm,stride_vel_kin_ms
1,Mov,20.718951984408008,21.34526842664755,0.626316442239542,0.3333619773210472,0.29295446491849475,53.22580645161301,95.7982194838377,0.4827391143027464,27.658913855430804,27.659292558906266,4.799845464271294,0.05142435177746851,5.142435177746851,7.663610821246071
2,Mov,22.41606750531515,23.113097094259153,0.6970295889440017,0.22224131821402793,0.47478827072997376,31.884057971014265,86.07955953620257,0.20864480337689795,11.95446665083316,11.955283585454504,1.878893080585249,0.00976069474935054,0.976069474935054,2.6955714798732835
3,Mov,23.113097094259153,23.810126683203162,0.6970295889440088,0.23234319631466605,0.46468639262934275,33.333333333332824,86.0795595362017,0.17253533976144264,9.885546785186364,9.886346997225974,1.5546111635976743,0.006682379784371012,0.6682379784371012,2.2303374035424968
4,Mov,23.810126683203162,24.547563784549713,0.7374371013465506,0.24244507441530416,0.49499202693124644,32.876712328767105,81.36287134243825,0.20799172277125688,11.91704788844808,11.917839454539344,1.7704012384847119,0.009699869469932893,0.9699869469932892,2.4007488031887494
5,Mov,24.547563784549713,25.264797129694998,0.717233345145285,0.22224131821403148,0.49499202693125355,30.985915492957677,83.6547832112382,0.18865253005318539,10.808993766512447,10.809850900735345,1.6515498871775356,0.007985241171469348,0.7985241171469348,2.302667462906361
6,Mov,25.264797129694998,26.002234231041548,0.7374371013465506,0.2323431963146625,0.5050939050318881,31.50684931506793,81.36287134243825,0.18432070258157296,10.560798334810228,10.561676170615861,1.5695238578214628,0.007623823460440865,0.7623823460440865,2.1283494618802505
7,Mov,26.002234231041548,26.69926381998555,0.6970295889440017,0.22224131821403148,0.4747882707299702,31.884057971014773,86.07955953620257,0.17973642382936994,10.298138510197496,10.298973512566215,1.6193245027065353,0.007250291495096795,0.7250291495096794,2.3231789989859806
8,Mov,26.69926381998555,27.436700921332108,0.7374371013465577,0.22224131821403503,0.5151957831325227,30.1369863013704,81.36287134243747,0.19170975677079216,10.984159954445948,10.985044601887505,1.6322538897112318,0.008245370182511202,0.8245370182511202,2.213414387112801
9,Mov,27.436700921332108,28.153934266477386,0.7172333451452779,0.22224131821403148,0.49499202693124644,30.985915492957982,83.65478321123902,0.17943966115222376,10.281135261280017,10.281991199174993,1.5711183584796018,0.0072264648737181475,0.7226464873718147,2.1905260946301466
10,Mov,28.153934266477386,28.8812694897233,0.727335223245916,0.22224131821403503,0.505093905031881,30.55555555555626,82.492911222194,0.18953425134746804,10.859512675381655,10.860447068613889,1.6362007275505255,0.00805994246088782,0.805994246088782,2.2495826893252455
11,Mov,28.8812694897233,29.60860471296922,0.7273352232459196,0.22224131821403503,0.5050939050318846,30.55555555555611,82.49291122219358,0.1775589292122377,10.173377258723363,10.17432357898849,1.5331017828162632,0.007076309599611092,0.7076309599611091,2.1078338210741454
12,Mov,29.60860471296922,30.305634301913226,0.6970295889440052,0.22224131821403503,0.4747882707299702,31.88405797101512,86.07955953620214,0.19812004878263756,11.351442632171114,11.352204271620751,1.7844338106940916,0.008803926961168041,0.8803926961168042,2.560054607434235
13,Mov,30.305634301913226,31.032969525159146,0.7273352232459196,0.22224131821403148,0.5050939050318881,30.555555555555625,82.49291122219358,0.1752303729767526,10.039960814071195,10.040865622825082,1.513048083527373,0.006892357606764837,0.6892357606764837,2.0802623538222287
14,Mov,31.032969525159146,31.770406626505704,0.7374371013465577,0.22224131821402793,0.5151957831325298,30.136986301369433,81.36287134243747,0.18560440358086883,10.634348984226607,10.635349524781795,1.5804235131615445,0.007730248308058396,0.7730248308058396,2.1431299161320965
15,Mov,31.770406626505704,32.4674362154497,0.6970295889439981,0.22224131821402437,0.47478827072997376,31.884057971013917,86.079559536203,0.17119229773493028,9.808596145358507,9.80938128977476,1.5425395126654853,0.006578992743557438,0.6578992743557438,2.213018696957237
16,Mov,32.4674362154497,33.214975194896894,0.7475389794471923,0.23234319631467315,0.5151957831325191,31.081081081081788,80.26337308105353,0.20035047582365806,11.479236688133442,11.48021780509091,1.682533318558673,0.009002933608778107,0.9002933608778108,2.2507633244796312
17,Mov,33.214975194896894,33.94231041814282,0.7273352232459231,0.22224131821403148,0.5050939050318917,30.555555555555475,82.49291122219319,0.1865725663899267,10.689820627067153,10.690671529393077,1.6107080586392766,0.007810644433200359,0.7810644433200359,2.214533281436683
