trial,total_distance_m,total_time_s,avg_velocity_ms,avg_velocity_kmh,n_strides_total,avg_cadence_min,avg_stride_length_m
marcha_5kmh,51.31305404496499,34.36058982551104,1.493369418439598,5.376129906382553,57,53.1942424076815,1.8004580366654384
carrera_10kmh,94.65259134850179,37.989390850586744,2.491553279197681,8.969591805111651,97,82.45373867109396,1.9515998216185935
carrera_15kmh,111.43222711629197,23.51495896328025,4.7387804201699355,17.059609512611768,63,92.21790663554405,3.5375310195648244
