stride_id,sensor,t_start,t_end,dt_stride_s,dt_stance_s,dt_swing_s,stance_pct,cadence_step_min,theta_range_rad,theta_range_deg,theta_swing_max_deg,stride_length_m,step_height_m,step_height_cm,stride_vel_kin_ms
1,Mov,20.71895198440801,21.34526842664755,0.6263164422395384,0.33336197732104367,0.29295446491849475,53.22580645161275,95.79821948383824,0.48273911430248595,27.65891385541588,27.659292558891373,4.799845464268782,0.05142435177741426,5.142435177741426,7.663610821242104
2,Mov,22.41606750531515,23.113097094259157,0.6970295889440052,0.22224131821403148,0.47478827072997376,31.88405797101461,86.07955953620214,0.2086448033768764,11.954466650831925,11.955283585453332,1.8788930805850463,0.009760694749348642,0.9760694749348643,2.695571479872979
3,Mov,23.113097094259157,23.81012668320316,0.6970295889440017,0.23234319631466605,0.46468639262933564,33.333333333333165,86.07955953620257,0.17253533976169066,9.885546785200575,9.886346997240262,1.5546111635999191,0.006682379784390297,0.6682379784390297,2.23033740354574
4,Mov,23.81012668320316,24.547563784549716,0.7374371013465577,0.24244507441530772,0.49499202693125,32.87671232876727,81.36287134243747,0.20799172277116917,11.917047888443053,11.917839454534368,1.7704012384839505,0.009699869469924799,0.9699869469924799,2.400748803187694
5,Mov,24.547563784549716,25.264797129694994,0.7172333451452779,0.22224131821402793,0.49499202693125,30.98591549295749,83.65478321123902,0.18865253005282678,10.8089937664919,10.80985090071485,1.6515498871744216,0.007985241171439172,0.7985241171439172,2.302667462902042
6,Mov,25.264797129694994,26.00223423104155,0.7374371013465577,0.2323431963146696,0.5050939050318881,31.506849315068592,81.36287134243747,0.1843207025816871,10.560798334816766,10.561676170622425,1.5695238578224164,0.007623823460450307,0.7623823460450307,2.1283494618815233
7,Mov,26.00223423104155,26.699263819985553,0.6970295889440017,0.22224131821402793,0.47478827072997376,31.884057971014265,86.07955953620257,0.1797364238289869,10.29813851017555,10.298973512544332,1.6193245027030938,0.00725029149506607,0.7250291495066069,2.323178998981043
8,Mov,26.699263819985553,27.43670092133211,0.7374371013465577,0.22224131821403148,0.5151957831325262,30.136986301369916,81.36287134243747,0.19170975677103375,10.984159954459791,10.985044601901398,1.6322538897132826,0.008245370182531986,0.8245370182531986,2.2134143871155825
9,Mov,27.43670092133211,28.15393426647739,0.7172333451452779,0.22224131821402793,0.49499202693125,30.98591549295749,83.65478321123902,0.17943966115257903,10.281135261300372,10.281991199195398,1.571118358482704,0.007226464873746774,0.7226464873746774,2.190526094634472
10,Mov,28.15393426647739,28.881269489723305,0.727335223245916,0.22224131821403148,0.5050939050318846,30.555555555555774,82.492911222194,0.18953425134752355,10.859512675384835,10.860447068617107,1.6362007275510035,0.008059942460892616,0.8059942460892616,2.2495826893259028
11,Mov,28.881269489723305,29.608604712969225,0.7273352232459196,0.22224131821403148,0.5050939050318881,30.555555555555625,82.49291122219358,0.1775589292122246,10.173377258722613,10.174323578987803,1.5331017828161504,0.007076309599610142,0.7076309599610142,2.10783382107399
12,Mov,29.608604712969225,30.30563430191323,0.6970295889440052,0.22224131821403148,0.47478827072997376,31.88405797101461,86.07955953620214,0.19812004878251188,11.351442632163915,11.352204271613614,1.7844338106929634,0.008803926961157,0.8803926961156999,2.5600546074326163
13,Mov,30.30563430191323,31.032969525159146,0.727335223245916,0.22224131821402793,0.5050939050318881,30.555555555555284,82.492911222194,0.1752303729769975,10.039960814085228,10.040865622839165,1.5130480835294895,0.006892357606784122,0.6892357606784122,2.080262353825149
14,Mov,31.032969525159146,31.7704066265057,0.7374371013465542,0.22224131821403148,0.5151957831325227,30.13698630137006,81.36287134243787,0.18560440358106267,10.634348984237715,10.635349524792979,1.5804235131631978,0.007730248308074633,0.7730248308074633,2.143129916134349
15,Mov,31.7704066265057,32.46743621544971,0.6970295889440088,0.22224131821403148,0.4747882707299773,31.88405797101445,86.0795595362017,0.17119229773515832,9.808596145371574,9.809381289787865,1.5425395126675112,0.006578992743574974,0.6578992743574974,2.2130186969601096
