stride_id,sensor,t_start,t_end,dt_stride_s,dt_stance_s,dt_swing_s,stance_pct,cadence_step_min,theta_range_rad,theta_range_deg,theta_swing_max_deg,stride_length_m,step_height_m,step_height_cm,stride_vel_kin_ms,cumul_distance_m,step_order
1,Mov2,18.796420942774652,21.314506870762397,2.5180859279877446,1.953003652809393,0.5650822751783515,77.55905511811027,23.827622136766106,0.3727812267775712,21.35879097606406,21.359662943467164,0.9255494826831763,0.030909391363647093,3.0909391363647094,0.3675607223709011,0.46277474134158814,1
1,Mov,20.71895198440801,21.34526842664755,0.6263164422395384,0.33336197732104367,0.29295446491849475,53.22580645161275,95.79821948383824,0.48273911430248595,27.65891385541588,27.659292558891373,4.799845464268782,0.05142435177741426,5.142435177741426,7.663610821242104,2.862697473475979,2
3,Mov2,21.97872638720011,22.702428248393435,0.7237018611933266,0.2577568272743349,0.46594503391899167,35.6164383561643,82.9070688046384,0.19947127513570395,11.428862199368673,11.429405621076508,1.7303508791225117,0.008923678715452993,0.8923678715452993,2.3909719898596107,3.727872913037235,3
2,Mov,22.41606750531515,23.113097094259157,0.6970295889440052,0.22224131821403148,0.47478827072997376,31.88405797101461,86.07955953620214,0.2086448033768764,11.954466650831925,11.955283585453332,1.8788930805850463,0.009760694749348642,0.9760694749348643,2.695571479872979,4.667319453329758,4
4,Mov2,22.702428248393435,23.396388937208958,0.6939606888155225,0.25775682727433846,0.43620386154118407,37.14285714285736,86.46022889626528,0.243990318040606,13.979615465781393,13.980057819577752,2.205432036837525,0.013329058481787904,1.3329058481787903,3.1780359786688166,5.77003547174852,5
3,Mov,23.113097094259157,23.81012668320316,0.6970295889440017,0.23234319631466605,0.46468639262933564,33.333333333333165,86.07955953620257,0.17253533976169066,9.885546785200575,9.886346997240262,1.5546111635999191,0.006682379784390297,0.6682379784390297,2.23033740354574,6.54734105354848,6
5,Mov2,23.396388937208958,24.139918246654155,0.7435293094451971,0.24784310314839786,0.49568620629679927,33.33333333333317,80.69621363651487,0.26953557877023915,15.443251092150655,15.444336143135866,2.2726696904686055,0.0162496686655072,1.62496686655072,3.0565973144547782,7.6836758987827825,7
4,Mov,23.81012668320316,24.547563784549716,0.7374371013465577,0.24244507441530772,0.49499202693125,32.87671232876727,81.36287134243747,0.20799172277116917,11.917047888443053,11.917839454534368,1.7704012384839505,0.009699869469924799,0.9699869469924799,2.400748803187694,8.568876518024759,8
6,Mov2,24.139918246654155,24.84379265959561,0.703874412941456,0.2478431031484014,0.4560313097930546,35.211267605634,85.24247919350128,0.2311697897095748,13.245053301285404,13.245618129026214,2.0606403227485512,0.011971447011573594,1.1971447011573595,2.927568163953053,9.599196679399034,9
5,Mov,24.547563784549716,25.264797129694994,0.7172333451452779,0.22224131821402793,0.49499202693125,30.98591549295749,83.65478321123902,0.18865253005282678,10.8089937664919,10.80985090071485,1.6515498871744216,0.007985241171439172,0.7985241171439172,2.302667462902042,10.424971622986245,10
7,Mov2,24.84379265959561,25.56749452078894,0.7237018611933301,0.25775682727433846,0.46594503391899167,35.61643835616462,82.907068804638,0.22591617952891752,12.94404361072678,12.944685894750473,1.9588330881162892,0.011435948363440801,1.1435948363440802,2.7066851602209785,11.40438816704439,11
6,Mov,25.264797129694994,26.00223423104155,0.7374371013465577,0.2323431963146696,0.5050939050318881,31.506849315068592,81.36287134243747,0.1843207025816871,10.560798334816766,10.561676170622425,1.5695238578224164,0.007623823460450307,0.7623823460450307,2.1283494618815233,12.189150095955599,12
8,Mov2,25.56749452078894,26.291196381982267,0.7237018611933266,0.2577568272743349,0.46594503391899167,35.6164383561643,82.9070688046384,0.22303272012778108,12.778833556644342,12.779373732247675,1.933936109299491,0.01114692851183135,1.114692851183135,2.6722829012911267,13.156118150605344,13
7,Mov,26.00223423104155,26.699263819985553,0.6970295889440017,0.22224131821402793,0.47478827072997376,31.884057971014265,86.07955953620257,0.1797364238289869,10.29813851017555,10.298973512544332,1.6193245027030938,0.00725029149506607,0.7250291495066069,2.323178998981043,13.965780401956891,14
9,Mov2,26.291196381982267,27.00498451904966,0.7137881370673931,0.2478431031484014,0.46594503391899167,34.72222222222237,84.05855587136921,0.2344873896084927,13.435137773606428,13.435762304805076,2.0610497720954717,0.01231603260905066,1.231603260905066,2.8874811236893327,14.996305288004628,15
8,Mov,26.699263819985553,27.43670092133211,0.7374371013465577,0.22224131821403148,0.5151957831325262,30.136986301369916,81.36287134243747,0.19170975677103375,10.984159954459791,10.985044601901398,1.6322538897132826,0.008245370182531986,0.8245370182531986,2.2134143871155825,15.81243223286127,16
10,Mov2,27.00498451904966,27.728686380242987,0.7237018611933266,0.24784310314839786,0.4758587580449287,34.246575342465526,82.9070688046384,0.23777101208522122,13.623275483037267,13.624000794225847,2.0611492616212606,0.01266191282326139,1.266191282326139,2.8480640608310583,16.8430068636719,17
9,Mov,27.43670092133211,28.15393426647739,0.7172333451452779,0.22224131821402793,0.49499202693125,30.98591549295749,83.65478321123902,0.17943966115257903,10.281135261300372,10.281991199195398,1.571118358482704,0.007226464873746774,0.7226464873746774,2.190526094634472,17.628566042913253,18
11,Mov2,27.728686380242987,28.452388241436314,0.7237018611933266,0.2577568272743349,0.46594503391899167,35.6164383561643,82.9070688046384,0.24470239942174987,14.020414723590784,14.021100871773617,2.120939059729375,0.01340704549920026,1.340704549920026,2.9306806759238064,18.68903557277794,19
10,Mov,28.15393426647739,28.881269489723305,0.727335223245916,0.22224131821403148,0.5050939050318846,30.555555555555774,82.492911222194,0.18953425134752355,10.859512675384835,10.860447068617107,1.6362007275510035,0.008059942460892616,0.8059942460892616,2.2495826893259028,19.507135936553443,20
12,Mov2,28.452388241436314,29.186003826755577,0.7336155853192636,0.2478431031484014,0.4857724821708622,33.783783783783996,81.78670300998101,0.24234230297029402,13.88519115767856,13.885923810448359,2.072197543120168,0.013151038269394478,1.3151038269394477,2.8246367506196917,20.543234708113527,21
11,Mov,28.881269489723305,29.608604712969225,0.7273352232459196,0.22224131821403148,0.5050939050318881,30.555555555555625,82.49291122219358,0.1775589292122246,10.173377258722613,10.174323578987803,1.5331017828161504,0.007076309599610142,0.7076309599610142,2.10783382107399,21.309785599521604,22
13,Mov2,29.186003826755577,29.89979196382297,0.7137881370673931,0.26767055140027196,0.4461175856671211,37.499999999999936,84.05855587136921,0.21913740189609343,12.555648262108278,12.555795484884806,1.9266889492265147,0.01076185255056565,1.076185255056565,2.69924484475511,22.273130074134862,23
12,Mov,29.608604712969225,30.30563430191323,0.6970295889440052,0.22224131821403148,0.47478827072997376,31.88405797101461,86.07955953620214,0.19812004878251188,11.351442632163915,11.352204271613614,1.7844338106929634,0.008803926961157,0.8803926961156999,2.5600546074326163,23.165346979481342,24
14,Mov2,29.89979196382297,30.59375265263849,0.693960688815519,0.23792937902246436,0.4560313097930546,34.28571428571439,86.46022889626572,0.22423747073276634,12.847860681675831,12.84865008553941,2.0276677259004487,0.011267601730406024,1.1267601730406025,2.921876928448723,24.179180842431567,25
13,Mov,30.30563430191323,31.032969525159146,0.727335223245916,0.22224131821402793,0.5050939050318881,30.555555555555284,82.492911222194,0.1752303729769975,10.039960814085228,10.040865622839165,1.5130480835294895,0.006892357606784122,0.6892357606784122,2.080262353825149,24.935704884196312,26
15,Mov2,30.59375265263849,31.327368237957753,0.7336155853192636,0.25775682727433846,0.47585875804492517,35.135135135135485,81.78670300998101,0.24664048165599572,14.131458655962357,14.132258205002266,2.10876513933529,0.013619383457365953,1.3619383457365952,2.874482469476943,25.990087453863957,27
14,Mov,31.032969525159146,31.7704066265057,0.7374371013465542,0.22224131821403148,0.5151957831325227,30.13698630137006,81.36287134243787,0.18560440358106267,10.634348984237715,10.635349524792979,1.5804235131631978,0.007730248308074633,0.7730248308074633,2.143129916134349,26.780299210445556,28
16,Mov2,31.327368237957753,32.05107009915108,0.7237018611933301,0.2478431031484014,0.4758587580449287,34.246575342465846,82.907068804638,0.2261447942552688,12.957142269681247,12.957933163729207,1.9608068685142794,0.011459266967853555,1.1459266967853554,2.7094124993420023,27.760702644702697,29
15,Mov,31.7704066265057,32.46743621544971,0.6970295889440088,0.22224131821403148,0.4747882707299773,31.88405797101445,86.0795595362017,0.17119229773515832,9.808596145371574,9.809381289787865,1.5425395126675112,0.006578992743574974,0.6578992743574974,2.2130186969601096,28.53197240103645,30
17,Mov2,32.05107009915108,32.77477196034441,0.7237018611933266,0.24784310314839786,0.4758587580449287,34.246575342465526,82.9070688046384,0.22587924987671015,12.941927697516412,12.942653830025936,1.9585142478828272,0.011432373480219554,1.1432373480219553,2.70624459173477,29.511229524977864,31
16,Mov,32.46743621544971,33.2149751948969,0.7475389794471923,0.23234319631466605,0.5151957831325262,31.081081081080836,80.26337308105353,0.20035047582353593,11.479236688126445,11.480217805083964,1.6825333185576505,0.009002933608767267,0.9002933608767267,2.250763324478263,30.35249618425669,32
18,Mov2,32.77477196034441,33.51830126978961,0.7435293094452007,0.24784310314839786,0.4956862062968028,33.333333333333016,80.69621363651449,0.23887853154357197,13.68673167372938,13.687597962877934,2.0154855665033753,0.01277983693564777,1.277983693564777,2.7107008975977966,31.360238967508376,33
17,Mov,33.2149751948969,33.94231041814282,0.727335223245916,0.22224131821402437,0.5050939050318917,30.555555555554797,82.492911222194,0.18657256638985253,10.689820627062904,10.690671529388878,1.610708058638654,0.007810644433194264,0.7810644433194264,2.2145332814358487,32.165592996827705,34
19,Mov2,33.51830126978961,34.22217568273106,0.7038744129414525,0.24784310314839786,0.4560313097930546,35.21126760563367,85.24247919350172,0.23539363701549276,13.487061925222207,13.48763037818965,2.0981191216657793,0.012410866618663797,1.2410866618663796,2.980814592901388,33.21465255766059,35
