stride_id,sensor,t_start,t_end,dt_stride_s,dt_stance_s,dt_swing_s,stance_pct,cadence_step_min,theta_range_rad,theta_range_deg,theta_swing_max_deg,stride_length_m,step_height_m,step_height_cm,stride_vel_kin_ms,cumul_distance_m,step_order
20,Mov2,27.201308429590444,28.409375276481608,1.208066846891164,0.38618530351438807,0.8218815433767759,31.967213114754063,49.66612580620339,0.34293838645642827,19.64892217697973,19.64872774974053,1.7763503427327825,0.02620267915322595,2.6202679153225947,1.4704073266343147,35.05918609655486,39
20,Mov,27.82706676669384,28.563072518131758,0.7360057514379186,0.3629617404351393,0.3730440110027793,49.31506849315087,81.52110208755745,0.3408063398884329,19.526764906908245,19.526468819248137,2.897719731297173,0.02588076791602665,2.588076791602665,3.9370884339367733,36.50804596220345,40
21,Mov2,28.409375276481608,29.617442123372776,1.2080668468911675,0.37628311624478883,0.8317837306463787,31.147540983606472,49.66612580620325,0.31469861574505986,18.030902500801165,18.03063176877692,1.6313382818283744,0.022098972551981233,2.2098972551981233,1.3503708722960581,37.323715103117635,41
21,Mov,28.563072518131758,30.24681170292809,1.6837391847963303,0.8065816454114163,0.877157539384914,47.904191616766504,35.634972768812624,0.33926726503038007,19.43858241318712,19.43819021538278,1.2610027583793202,0.025649528357854386,2.5649528357854385,0.7489299826040781,37.954216482307295,42
22,Mov2,29.617442123372776,30.795802408455142,1.1783602850823662,0.3465765544359911,0.8317837306463751,29.41176470588244,50.91821301140174,0.32865790093162794,18.83071062701101,18.830544358172745,1.7459964144204072,0.02408520335030166,2.408520335030166,1.4817169557766994,38.8272146895175,43
22,Mov,30.24681170292809,30.942488372095433,0.6956766691673444,0.31255038759692155,0.38312628157042283,44.92753623188387,86.24696307814091,0.30200893186186395,17.30383717093886,17.30345819738038,2.7195330921972496,0.020365717891890407,2.0365717891890407,3.9091911698753092,40.18698123561612,44
23,Mov2,30.795802408455142,31.96426050626791,1.168458097812767,0.32677217989679264,0.8416859179159744,27.966101694915412,51.34972329115936,0.3061598031241204,17.541664575568294,17.541309614032755,1.6412369079736835,0.020925046180192714,2.0925046180192712,1.4046176846614438,41.00759968960296,45
23,Mov,30.942488372095433,32.112031757941985,1.169543385846552,0.7864171042761328,0.3831262815704193,67.24137931034508,51.302072865445794,0.3494589579815963,20.022523405385044,20.022243235630494,1.8693966852500412,0.02719810273293983,2.719810273293983,1.5983987493520075,41.94229803222798,46
24,Mov2,31.96426050626791,33.13271860408068,1.1684580978127705,0.35647874170559035,0.8119793561071802,30.50847457627113,51.3497232911592,0.3178382274939894,18.210789003324514,18.21048576227445,1.7033235543168228,0.022538306310009627,2.253830631000963,1.4577532198247105,42.79395980938639,47
24,Mov,32.112031757941985,33.77560640160303,1.6635746436610432,0.7662525631408457,0.8973220805201976,46.060606060606155,36.06691183267706,0.32574651207546235,18.6639003330313,18.66373049926734,1.2258840290589428,0.023664130608006963,2.366413060800696,0.7368975198859301,43.40690182391587,48
25,Mov2,33.13271860408068,34.33088326370225,1.1981646596215683,0.3564787417055868,0.8416859179159815,29.752066115702167,50.07658965584127,0.32804653609939705,18.795682002381454,18.795330928935638,1.7139714990998127,0.023996016622061907,2.399601662206191,1.4304974573704738,44.26388757346577,49
25,Mov,33.77560640160303,34.49144761190566,0.715841210302635,0.3226326581645722,0.39320855213806283,45.07042253521187,83.81747116044617,0.31537919972268225,18.069897090323156,18.069468931064893,2.758981184142781,0.022193484255527286,2.2193484255527287,3.8541804305683534,45.643378165537165,50
26,Mov2,34.33088326370225,35.52904792332381,1.1981646596215612,0.3564787417055868,0.8416859179159744,29.75206611570234,50.076589655841566,0.32886426189168483,18.842534239078535,18.842208476603602,1.7182054107740012,0.024114781090122633,2.4114781090122634,1.4340311216629393,46.50248087092417,51
26,Mov,34.49144761190566,35.6811555388875,1.1897079269818391,0.8166639159790563,0.37304401100278284,68.64406779660993,50.432546206709354,0.3046425896342173,17.454734645976533,17.454401550892406,1.6039960940754332,0.020719816504286726,2.0719816504286728,1.3482267854973435,47.30447891796188,52
27,Mov2,35.52904792332381,36.68760383386698,1.1585559105431713,0.32677217989679264,0.8317837306463787,28.20512820512827,51.78860981501524,0.27938662358594724,16.007674383884957,16.00731737925673,1.5115027798670813,0.017448081389227505,1.7448081389227506,1.304643795014119,48.060230307895424,53
27,Mov,35.6811555388875,36.850698924734054,1.169543385846552,0.7460880220055586,0.42345536384099347,63.79310344827582,51.302072865445794,0.3056167004782151,17.510547086115533,17.510345966776573,1.6368278839954795,0.020851813621044598,2.0851813621044597,1.3995443895488258,48.87864424989316,54
28,Mov2,36.68760383386698,37.85606193167975,1.168458097812767,0.31686999262718984,0.8515881051855771,27.118644067796506,51.34972329115936,0.2990799583855691,17.136019352441405,17.135808222673983,1.6035705611151234,0.019975922388099816,1.9975922388099816,1.3723817431851788,49.68042953045072,55
28,Mov,36.850698924734054,38.01016004001296,1.1594611152789085,0.7561702925732021,0.4032908227057064,65.2173913043479,51.748177846884495,0.30753995046750915,17.620741193450662,17.620294542593893,1.6613695574920466,0.021112422033157042,2.111242203315704,1.432880788841637,50.51111430919675,56
29,Mov2,37.85606193167975,38.975009093144514,1.1189471614647672,0.2871634308183886,0.8317837306463787,25.663716814159024,53.621834941210714,0.2863733457769684,16.407984078060863,16.408026686568366,1.6038794715364975,0.01832651490758008,1.8326514907580078,1.4333826714721054,51.313054044965,57
