stride_id,sensor,t_start,t_end,dt_stride_s,dt_stance_s,dt_swing_s,stance_pct,cadence_step_min,theta_range_rad,theta_range_deg,theta_swing_max_deg,stride_length_m,step_height_m,step_height_cm,stride_vel_kin_ms,cumul_distance_m,step_order
1,Mov2,12.994588012957477,14.182212203022138,1.1876241900646605,0.2672154427645488,0.9204087473001117,22.500000000000014,50.52103224399066,0.4529436606043341,25.951760109834318,25.953157280145742,2.3778259945371567,0.04538153679285211,4.538153679285211,2.0021703956768473,1.1889129972685784,1
1,Mov,14.546345699372068,15.15076449574487,0.6044187963728014,0.26191481176154774,0.34250398461125364,43.333333333333414,99.26891810788824,0.2923220327714553,16.748818736489326,16.75031207126931,2.9710797586150766,0.019093594013859884,1.9093594013859885,4.915597887499406,2.6744528765761166,2
3,Mov2,14.795818034555545,15.429217602590029,0.6333995680344842,0.267215442764547,0.36618412526993716,42.187499999999844,94.7269354574827,0.40221051203323055,23.04496481529992,23.04642555352645,3.966231475139141,0.03591542242308174,3.591542242308174,6.261815882582363,4.657568614145687,3
2,Mov,15.15076449574487,15.765256938723883,0.6144924429790137,0.2719884583677601,0.34250398461125364,44.262295081967196,97.64155879464434,0.3117301491055555,17.860821890732186,17.862320399182522,3.166788799064601,0.02169165331109099,2.1691653311090993,5.1535032452347895,6.2409630136779874,4
4,Mov2,15.429217602590029,16.052720302373974,0.6235026997839448,0.2573185745140094,0.3661841252699354,41.26984126984134,96.23053760760155,0.36125958325039287,20.698649428902517,20.70000338048953,3.6236861763632566,0.029050195511424515,2.9050195511424515,5.811821147877837,8.052806101859616,5
3,Mov,15.765256938723883,16.409970321521538,0.6447133827976543,0.26191481176154596,0.38279857103610837,40.62499999999983,93.06461072614529,0.2807531310639746,16.085969495048992,16.087499647311233,2.729382433934963,0.01762216484847326,1.7622164848473258,4.233481895615605,9.417497318827097,6
5,Mov2,16.052720302373974,16.666326133907383,0.613605831533409,0.2573185745140094,0.35628725701939956,41.93548387096761,97.78264305288498,0.3525761464456766,20.201125148323708,20.202419399757563,3.5776784109823065,0.027684701463902974,2.7684701463902974,5.83058085031826,11.20633652431825,7
4,Mov,16.409970321521538,17.044610057712976,0.6346397361914384,0.2518411651553336,0.3827985710361048,39.682539682539826,94.54182676941782,0.2645355951743473,15.15677313447141,15.158379377648886,2.613506283577936,0.015656985677518106,1.5656985677518105,4.11809430538017,12.513089666107218,8
6,Mov2,16.666326133907383,17.289828833691328,0.6235026997839448,0.2573185745140094,0.3661841252699354,41.26984126984134,96.23053760760155,0.35890992380354936,20.56402385930534,20.56525003214735,3.6003718399355606,0.028677259799931437,2.8677259799931436,5.774428629071143,14.313275586075,9
5,Mov,17.044610057712976,18.23330035724615,1.1886902995331745,0.24176751854912126,0.9469227809840532,20.338983050847542,50.47572107180765,0.24120982204618646,13.820304780348122,14.793545007731069,1.2729362716799375,0.014916527455680928,1.4916527455680928,1.0708729365250547,14.949743721914968,10
